Date,Open,High,Low,Close,Adj Close,Volume
2020-04-23 00:00:00-04:00,2810.419922,2844.899902,2794.26001,2797.800049,2797.800049,5773530000
2020-04-24 00:00:00-04:00,2812.639893,2842.709961,2791.76001,2836.73999,2836.73999,5382810000
2020-04-27 00:00:00-04:00,2854.649902,2887.719971,2852.889893,2878.47998,2878.47998,5203930000
2020-04-28 00:00:00-04:00,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5691160000
2020-04-29 00:00:00-04:00,2918.459961,2954.860107,2912.159912,2939.51001,2939.51001,6645640000
2020-04-30 00:00:00-04:00,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6544980000
2020-05-01 00:00:00-04:00,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4759810000
2020-05-04 00:00:00-04:00,2815.01001,2844.23999,2797.850098,2842.73999,2842.73999,4735930000
2020-05-05 00:00:00-04:00,2868.879883,2898.22998,2863.550049,2868.439941,2868.439941,5140290000
2020-05-06 00:00:00-04:00,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4892570000
2020-05-07 00:00:00-04:00,2878.26001,2901.919922,2876.47998,2881.189941,2881.189941,5178790000
2020-05-08 00:00:00-04:00,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4876030000
2020-05-11 00:00:00-04:00,2915.459961,2944.25,2903.439941,2930.189941,2930.189941,4819730000
2020-05-12 00:00:00-04:00,2939.5,2945.820068,2869.590088,2870.120117,2870.120117,5119630000
2020-05-13 00:00:00-04:00,2865.860107,2874.139893,2793.149902,2820,2820,6151650000
2020-05-14 00:00:00-04:00,2794.540039,2852.800049,2766.639893,2852.5,2852.5,5651130000
2020-05-15 00:00:00-04:00,2829.949951,2865.01001,2816.780029,2863.699951,2863.699951,5507700000
2020-05-18 00:00:00-04:00,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6373670000
2020-05-19 00:00:00-04:00,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4984330000
2020-05-20 00:00:00-04:00,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,5005380000
2020-05-21 00:00:00-04:00,2969.949951,2978.5,2938.570068,2948.51001,2948.51001,4976620000
2020-05-22 00:00:00-04:00,2948.050049,2956.76001,2933.590088,2955.449951,2955.449951,3970860000
2020-05-26 00:00:00-04:00,3004.080078,3021.719971,2988.169922,2991.77002,2991.77002,5848500000
2020-05-27 00:00:00-04:00,3015.649902,3036.25,2969.75,3036.129883,3036.129883,6398000000
2020-05-28 00:00:00-04:00,3046.610107,3068.669922,3023.399902,3029.72998,3029.72998,5447020000
2020-05-29 00:00:00-04:00,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7297550000
2020-06-01 00:00:00-04:00,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998,4684170000
2020-06-02 00:00:00-04:00,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5197150000
2020-06-03 00:00:00-04:00,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,6005560000
2020-06-04 00:00:00-04:00,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6451290000
2020-06-05 00:00:00-04:00,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8639300000
2020-06-08 00:00:00-04:00,3199.919922,3233.129883,3196,3232.389893,3232.389893,8498300000
2020-06-09 00:00:00-04:00,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6410930000
2020-06-10 00:00:00-04:00,3213.419922,3223.27002,3181.48999,3190.139893,3190.139893,6598870000
2020-06-11 00:00:00-04:00,3123.530029,3123.530029,2999.48999,3002.100098,3002.100098,7037320000
2020-06-12 00:00:00-04:00,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5845330000
2020-06-15 00:00:00-04:00,2993.76001,3079.76001,2965.659912,3066.590088,3066.590088,5757480000
2020-06-16 00:00:00-04:00,3131,3153.449951,3076.060059,3124.73999,3124.73999,5845810000
2020-06-17 00:00:00-04:00,3136.129883,3141.159912,3108.030029,3113.48999,3113.48999,4560450000
2020-06-18 00:00:00-04:00,3101.639893,3120,3093.51001,3115.340088,3115.340088,4448690000
2020-06-19 00:00:00-04:00,3140.290039,3155.530029,3083.110107,3097.73999,3097.73999,8346650000
2020-06-22 00:00:00-04:00,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4686690000
2020-06-23 00:00:00-04:00,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4711850000
2020-06-24 00:00:00-04:00,3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5597680000
2020-06-25 00:00:00-04:00,3046.600098,3086.25,3024.01001,3083.76001,3083.76001,4847690000
2020-06-26 00:00:00-04:00,3073.199951,3073.72998,3004.629883,3009.050049,3009.050049,8107850000
2020-06-29 00:00:00-04:00,3018.590088,3053.889893,2999.73999,3053.23999,3053.23999,4473970000
2020-06-30 00:00:00-04:00,3050.199951,3111.51001,3047.830078,3100.290039,3100.290039,4705850000
2020-07-01 00:00:00-04:00,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4449230000
2020-07-02 00:00:00-04:00,3143.639893,3165.810059,3124.52002,3130.01001,3130.01001,4197720000
2020-07-06 00:00:00-04:00,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4759160000
2020-07-07 00:00:00-04:00,3166.439941,3184.149902,3142.929932,3145.320068,3145.320068,4571330000
2020-07-08 00:00:00-04:00,3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4937310000
2020-07-09 00:00:00-04:00,3176.169922,3179.780029,3115.699951,3152.050049,3152.050049,4843650000
2020-07-10 00:00:00-04:00,3152.469971,3186.820068,3136.219971,3185.040039,3185.040039,4524190000
2020-07-13 00:00:00-04:00,3205.080078,3235.320068,3149.429932,3155.219971,3155.219971,4902440000
2020-07-14 00:00:00-04:00,3141.110107,3200.949951,3127.659912,3197.52002,3197.52002,4507140000
2020-07-15 00:00:00-04:00,3225.97998,3238.280029,3200.76001,3226.560059,3226.560059,4686830000
2020-07-16 00:00:00-04:00,3208.360107,3220.389893,3198.590088,3215.570068,3215.570068,3972860000
2020-07-17 00:00:00-04:00,3224.209961,3233.52002,3205.649902,3224.72998,3224.72998,4012850000
2020-07-20 00:00:00-04:00,3224.290039,3258.610107,3215.159912,3251.840088,3251.840088,3979340000
2020-07-21 00:00:00-04:00,3268.52002,3277.290039,3247.77002,3257.300049,3257.300049,4556610000
2020-07-22 00:00:00-04:00,3254.860107,3279.320068,3253.100098,3276.02002,3276.02002,4267160000
2020-07-23 00:00:00-04:00,3271.639893,3279.98999,3222.659912,3235.659912,3235.659912,4296760000
2020-07-24 00:00:00-04:00,3218.580078,3227.26001,3200.050049,3215.629883,3215.629883,3689410000
2020-07-27 00:00:00-04:00,3219.840088,3241.429932,3214.25,3239.409912,3239.409912,3970310000
